mode,session,loss,fc_r,G,w_EE,w_EI,w_IE,fixed_sigma,fixed_I0,global_I_E,motor_I_E,global_r_E,motor_r_E,global_S_E_over_S_I,motor_S_E_over_S_I,global_I_E_over_I_I,motor_I_E_over_I_I,contra_motor_I_E,ipsi_motor_I_E,contra_motor_r_E,ipsi_motor_r_E,contra_motor_S_E_over_S_I,ipsi_motor_S_E_over_S_I,contra_motor_I_E_over_I_I,ipsi_motor_I_E_over_I_I
rww_bw_only,baseline,0.8636876644190492,0.1363123355809508,0.2984292314859281,0.5391061348225239,2.458572510317109,2.9482085365129937,0.001,0.377380565,-0.3763510584831238,-0.39226704835891724,7.398892879486084,7.578075408935547,1.1675149202346802,1.1626875400543213,-3.947070360183716,-4.1732916831970215,-0.39771221365247456,-0.3922670951911381,7.643419129507882,7.578074591500418,1.1612495694841658,1.1626874889646257,-4.291965178080967,-4.173291751316616
rww_bw_only,followup6w,0.8716411801857644,0.1283588198142356,0.2213070922502352,0.5834887514355774,0.6055122932928464,1.3574192097425946,0.001,0.377380565,0.3546881079673767,0.35481181740760803,2.1315271854400635,2.164768695831299,3.5871846675872803,3.6153013706207275,1.4682215452194214,1.4691593647003174,0.3548549498830523,0.3548118088926588,2.178297145026071,2.1647688320704868,3.6255172320774625,3.6153015068599155,1.4695137568882533,1.469159381730216
